,Case.Number,Date.Time.Reported,Earliest.Occurrence,Latest.Occurrence,General.Location,Disposition,Classification,longitude,latitude,Category
3897,15-001029,9/5/2015 17:04,9/5/2015 17:04,9/5/2015 17:04,SE Intramural Fields,Arrest,alcohol violation,-93.6306464,42.0122747,Alcohol Related
3898,15-001025,9/5/2015 17:48,9/5/2015 17:48,9/5/2015 17:48,Lot G2,Arrest,alcohol violation,-93.6363807,42.010106,Alcohol Related
3899,15-001024,9/5/2015 18:00,9/5/2015 18:00,9/5/2015 18:00,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
3900,15-001024,9/5/2015 18:00,9/5/2015 18:00,9/5/2015 18:00,Lot G3,Arrest,license violation,-93.6227301,42.0493019,Fraud Related
3901,15-001010,9/5/2015 18:12,9/5/2015 18:12,9/5/2015 18:12,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
3902,15-001009,9/5/2015 18:18,9/5/2015 18:18,9/5/2015 18:18,Lot S4,Arrest,public intoxication,-93.6348588,42.0120423,Alcohol Related
3903,15/001011,9/5/2015 18:25,9/5/2015 18:25,9/5/2015 18:25,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
3904,15-001011,9/5/2015 18:25,9/5/2015 18:25,9/5/2015 18:25,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
3905,15-001012,9/5/2015 18:43,9/5/2015 18:43,9/5/2015 18:43,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
3906,15-001012,9/5/2015 18:43,9/5/2015 18:43,9/5/2015 18:43,Lot G3,Arrest,drug violation,-93.6227301,42.0493019,Drug Related
3907,15-001012,9/5/2015 18:43,9/5/2015 18:43,9/5/2015 18:43,Lot G3,Arrest,false information,-93.6227301,42.0493019,Fraud Related
3908,15-001014,9/5/2015 19:09,9/5/2015 19:09,9/5/2015 19:09,Ashmore Drive and Ashmore Circle,Arrest,alcohol violation,-93.6416872,42.010786,Alcohol Related
3909,15-001014,9/5/2015 19:09,9/5/2015 19:09,9/5/2015 19:09,Ashmore Drive and Ashmore Circle,Arrest,public intoxication,-93.6416872,42.010786,Alcohol Related
3910,15-001014,9/5/2015 19:09,9/5/2015 19:09,9/5/2015 19:09,Ashmore Drive and Ashmore Circle,Arrest,interference,-93.6416872,42.010786,Miscellaneous
3911,15-001016,9/5/2015 20:10,9/5/2015 20:10,9/5/2015 20:10,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
3912,15-001019,9/5/2015 20:23,9/5/2015 20:23,9/5/2015 20:23,Lot C5,Arrest,public intoxication,-93.634768,42.0177172,Alcohol Related
3913,15-001021,9/5/2015 20:47,9/5/2015 20:47,9/5/2015 20:47,Lot 85E,Arrest,public intoxication,-93.6344334,42.0157296,Alcohol Related
3914,15-001023,9/5/2015 20:57,9/5/2015 20:57,9/5/2015 20:57,Lot G3,Arrest,public intoxication,-93.6227301,42.0493019,Alcohol Related
3915,15-001032,9/6/2015 0:08,9/6/2015 0:08,9/6/2015 0:08,Beach Road and Lincoln Way,Arrest,alcohol violation,-93.6394928,42.0227678,Alcohol Related
3916,15-001035,9/6/2015 2:26,9/6/2015 2:26,9/6/2015 2:26,140 Lynn Avenue,Arrest,interference,-93.6458095,42.0212625,Miscellaneous
3917,15-001048,9/9/2015 22:15,9/9/2015 22:15,9/9/2015 22:15,Lied Recreation Center,Arrest,trespass,-93.6372142,42.0267276,Non-Violence Related
3918,15-001054,9/10/2015 15:08,9/10/2015 15:08,9/10/2015 15:08,Helser Hall,Arrest,drug violation,-93.6518379,42.02424,Drug Related
3919,15-001055,9/11/2015 1:38,9/11/2015 1:38,9/11/2015 1:38,Hyland Avenue and Lincoln Way,Arrest,public intoxication,-93.6555907,42.0227264,Alcohol Related
3920,15-001057,9/11/2015 3:31,9/11/2015 3:31,9/11/2015 3:31,1200 block of Mayfield Drive,Arrest,operating while intoxicated,-93.6713661,42.0112363,Alcohol Related
3921,15-001067,9/11/2015 23:15,9/11/2015 23:15,9/11/2015 23:15,Food Sciences Building,Arrest,alcohol violation,-93.6425228,42.0268836,Alcohol Related
3922,15-001069,9/12/2015 0:28,9/12/2015 0:28,9/12/2015 0:28,Lincoln Way and Sheldon Avenue,Arrest,alcohol violation,-93.6542392,42.0227224,Alcohol Related
3923,15-001070,9/12/2015 1:37,9/12/2015 1:37,9/12/2015 1:38,500 block of Welch Avenue,Arrest,alcohol violation,-93.650078,42.0176185,Alcohol Related
3924,15-001071,9/12/2015 1:56,9/12/2015 1:56,9/12/2015 1:56,Lincoln Way and Lynn Avenue,Arrest,alcohol violation,-93.6464086,42.0227244,Alcohol Related
3925,15-001073,9/12/2015 2:37,9/12/2015 2:37,9/12/2015 2:37,Campus Avenue and Lincoln Way,Arrest,operating while intoxicated,-93.6570426,42.0227269,Alcohol Related
3926,15-001075,9/12/2015 3:14,9/12/2015 3:14,9/12/2015 3:14,Beach Avenue and Lincoln Way,Arrest,drug violation,-93.639494,42.022655,Drug Related
3927,15-001074,9/12/2015 3:21,9/12/2015 3:21,9/12/2015 3:21,Hayward Avenue and Mortensen Road,Arrest,trespass,-93.6516786,42.0118612,Non-Violence Related
3928,15-001077,9/12/2015 9:58,9/12/2015 9:58,9/12/2015 9:58,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
3929,15-001078,9/12/2015 10:15,9/12/2015 10:15,9/12/2015 10:15,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
3930,15-001078,9/12/2015 10:15,9/12/2015 10:15,9/12/2015 10:15,Lot G3,Arrest,false information,-93.6227301,42.0493019,Fraud Related
3931,15-001082,9/12/2015 13:25,9/12/2015 13:25,9/12/2015 13:25,Lot S3,Arrest,alcohol violation,-93.6348588,42.0120423,Alcohol Related
3932,15-001083,9/12/2015 13:33,9/12/2015 13:33,9/12/2015 13:33,Lot G2,Arrest,alcohol violation,-93.6363807,42.010106,Alcohol Related
3933,15-001085,9/12/2015 14:00,9/12/2015 14:00,9/12/2015 14:00,Lot C5,Arrest,alcohol violation,-93.634768,42.0177172,Alcohol Related
3934,15-001084,9/12/2015 14:05,9/12/2015 14:05,9/12/2015 14:05,Jack Trice Stadium,Arrest,alcohol violation,-93.635664,42.016144,Alcohol Related
3935,15-001086,9/12/2015 14:15,9/12/2015 14:15,9/12/2015 14:15,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
3936,15-001088,9/12/2015 14:40,9/12/2015 14:40,9/12/2015 14:40,South 4th Street and South Riverside Drive,Arrest,public intoxication,-93.6310995,42.0065637,Alcohol Related
3937,15-001089,9/12/2015 15:23,9/12/2015 15:23,9/12/2015 15:23,Lot C2,Arrest,public intoxication,-93.6348454,42.0199474,Alcohol Related
3938,15-001090,9/12/2015 15:23,9/12/2015 15:23,9/12/2015 15:23,Lot 85E,Arrest,public intoxication,-93.6344334,42.0157296,Alcohol Related
3939,15-001090,9/12/2015 15:23,9/12/2015 15:23,9/12/2015 15:23,Lot 85E,Arrest,alcohol violation,-93.6344334,42.0157296,Alcohol Related
3940,15-001091,9/12/2015 15:51,9/12/2015 15:51,9/12/2015 15:51,Osborn Drive and Wallace Road,Arrest,public intoxication,-93.6415098,42.0288854,Alcohol Related
3941,15-001092,9/12/2015 16:10,9/12/2015 16:10,9/12/2015 16:10,Lot D3,Arrest,public intoxication,-93.6332267,42.0177403,Alcohol Related
3942,15-001093,9/12/2015 16:57,9/12/2015 16:57,9/12/2015 16:57,Jack Trice Stadium,Arrest,public intoxication,-93.635664,42.016144,Alcohol Related
3943,15-001095,9/12/2015 17:40,9/12/2015 17:40,9/12/2015 17:40,Lot B4,Arrest,alcohol violation,-93.6366017,42.0186242,Alcohol Related
3944,15-001097,9/12/2015 17:52,9/12/2015 17:52,9/12/2015 17:52,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
3945,15-001096,9/12/2015 17:56,9/12/2015 17:56,9/12/2015 17:56,Lot B5,Arrest,alcohol violation,-93.6365052,42.0178088,Alcohol Related
3946,15-001100,9/12/2015 18:38,9/12/2015 18:38,9/12/2015 18:38,Lot G2,Arrest,alcohol violation,-93.6363807,42.010106,Alcohol Related
3947,15-001099,9/12/2015 18:41,9/12/2015 18:41,9/12/2015 18:41,Jack Trice Stadium,Arrest,public intoxication,-93.635664,42.016144,Alcohol Related
3948,15-001098,9/12/2015 18:50,9/12/2015 18:50,9/12/2015 18:50,Lot S4,Arrest,public intoxication,-93.6348588,42.0120423,Alcohol Related
3949,15-001101,9/12/2015 20:00,9/12/2015 20:00,9/12/2015 20:00,Lot G2,Arrest,alcohol violation,-93.6363807,42.010106,Alcohol Related
3950,15-001103,9/12/2015 20:00,9/12/2015 20:00,9/12/2015 20:00,Jack Trice Stadium,Arrest,public intoxication,-93.635664,42.016144,Alcohol Related
3951,15-001102,9/12/2015 20:15,9/12/2015 20:15,9/12/2015 20:15,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
3952,15-001102,9/12/2015 20:15,9/12/2015 20:15,9/12/2015 20:15,Lot G3,Arrest,license violation,-93.6227301,42.0493019,Fraud Related
3953,15-001104,9/12/2015 21:25,9/12/2015 21:25,9/12/2015 21:25,1606 Christensen Drive,Arrest,public intoxication,-93.63343,42.0089863,Alcohol Related
3954,15-001105,9/12/2015 21:34,9/12/2015 21:34,9/12/2015 21:34,Gable Lane and Gray Avenue,Arrest,alcohol violation,-93.6420176,42.0214957,Alcohol Related
3955,15-001106,9/12/2015 21:45,9/12/2015 21:45,9/12/2015 21:45,Sunset Drive and Gray Avenue,Arrest,alcohol violation,-93.6411862,42.0212956,Alcohol Related
3956,15-001108,9/12/2015 21:57,9/12/2015 21:57,9/12/2015 21:57,Sunset Drive and Gray Avenue,Arrest,alcohol violation,-93.6411862,42.0212956,Alcohol Related
3957,15-001107,9/12/2015 22:00,9/12/2015 22:00,9/12/2015 22:00,Sunset Drive and Gray Avenue,Arrest,alcohol violation,-93.6411862,42.0212956,Alcohol Related
3958,15-001109,9/12/2015 22:20,9/12/2015 22:20,9/12/2015 22:20,Lincoln Way and Union Drive,Arrest,alcohol violation,-93.64278,42.0226914,Alcohol Related
3959,15-001111,9/13/2015 1:59,9/13/2015 1:59,9/13/2015 1:59,100 block of North Hyland Avenue,Arrest,public intoxication,-93.6555909,42.0227364,Alcohol Related
3960,15-001114,9/13/2015 3:46,9/13/2015 3:46,9/13/2015 3:46,119 Stanton Avenue,Arrest,theft,-93.6489377,42.0219747,Non-Violence Related
3961,15-001114,9/13/2015 3:46,9/13/2015 3:46,9/13/2015 3:46,119 Stanton Avenue,Arrest,assault,-93.6489377,42.0219747,Violence Related
3962,15-001121,9/13/2015 15:30,9/13/2015 15:30,9/13/2015 15:30,Maple Hall,Arrest,drug violation,-93.6387491,42.023654,Drug Related
3963,15-001121,9/13/2015 15:30,9/13/2015 15:30,9/13/2015 15:30,Maple Hall,Arrest,alcohol violation,-93.6387491,42.023654,Alcohol Related
3964,15-001132,9/15/2015 1:16,9/12/2015 0:00,9/15/2015 1:16,Lot C2,Open,assault,-93.6348454,42.0199474,Violence Related
3965,15-001136,9/15/2015 12:54,9/15/2015 12:54,9/15/2015 12:54,Oak-Elm Hall,Arrest,trespass,-93.6403311,42.0251392,Non-Violence Related
3966,15-001152,9/18/2015 0:50,9/18/2015 0:50,9/18/2015 0:50,Lincoln Way and Wilmoth Avenue,Arrest,drug violation,-93.6615998,42.0227611,Drug Related
3967,15-001153,9/18/2015 2:22,9/18/2015 2:22,9/18/2015 0:22,Knapp Street and Lynn Avenue,Arrest,operating while intoxicated,-93.6463784,42.019148,Alcohol Related
3968,15-001163,9/19/2015 0:06,9/19/2015 0:06,9/19/2015 0:06,4300 block of Lincoln Way,Arrest,public intoxication,-93.6767801,42.0225089,Alcohol Related
3969,15-001163,9/19/2015 0:06,9/19/2015 0:06,9/19/2015 0:06,4300 block of Lincoln Way,Arrest,false information,-93.6767801,42.0225089,Fraud Related
3970,15-001164,9/19/2015 1:38,9/19/2015 1:38,9/19/2015 1:38,Maple Hall,Arrest,public intoxication,-93.6387491,42.023654,Alcohol Related
3971,15-001164,9/19/2015 1:38,9/19/2015 1:38,9/19/2015 1:38,Maple Hall,Arrest,drug violation,-93.6387491,42.023654,Drug Related
3972,15-001165,9/19/2015 2:19,9/19/2015 2:19,9/19/2015 2:19,Willow Hall,Arrest,drug violation,-93.6377325,42.0239136,Drug Related
3973,15-001165,9/19/2015 2:19,9/19/2015 2:19,9/19/2015 2:19,Willow Hall,Arrest,alcohol violation,-93.6377325,42.0239136,Alcohol Related
3974,15-001165,9/19/2015 2:19,9/19/2015 2:19,9/19/2015 2:19,Willow Hall,Arrest,license violation,-93.6377325,42.0239136,Fraud Related
3975,15-001165,9/19/2015 2:19,9/19/2015 2:19,9/19/2015 2:19,Willow Hall,Arrest,interference,-93.6377325,42.0239136,Miscellaneous
3976,15-001168,9/19/2015 22:45,9/19/2015 22:45,9/19/2015 22:45,Wilson Hall,Arrest,drug violation,-93.651021,42.0139143,Drug Related
3977,15-001168,9/19/2015 22:45,9/19/2015 22:45,9/19/2015 22:45,Wilson Hall,Arrest,alcohol violation,-93.651021,42.0139143,Alcohol Related
3978,15-001168,9/19/2015 22:45,9/19/2015 22:45,9/19/2015 22:45,Wilson Hall,Arrest,license violation,-93.651021,42.0139143,Fraud Related
3979,15-001170,9/20/2015 0:59,9/20/2015 0:59,9/20/2015 0:59,Helser Hall,Arrest,public intoxication,-93.6518379,42.02424,Alcohol Related
3980,15-001173,9/20/2015 2:00,9/20/2015 2:00,9/20/2015 2:00,200 block of South Sheldon Avenue,Arrest,alcohol violation,-93.653675,42.021152,Alcohol Related
3981,15-001179,9/21/2015 2:11,9/21/2015 2:11,9/21/2015 2:11,24th Street and Prairie View West,Arrest,operating while intoxicated,-93.6397806,42.0454521,Alcohol Related
3982,15-001183,9/22/2015 1:34,9/22/2015 1:34,9/22/2015 1:34,4500 block of Mortensen Road,Arrest,public intoxication,-93.678636,42.012084,Alcohol Related
3983,15-001188,9/22/2015 16:19,9/12/2015 0:00,9/22/2015 16:19,Lot D3,Open,theft,-93.6332267,42.0177403,Non-Violence Related
3984,15-001190,9/22/2015 16:35,9/22/2015 16:35,9/22/2015 16:35,University VIllage,Arrest,drug violation,-93.6441672,42.0427435,Drug Related
3985,15-001193,9/23/2015 0:48,9/23/2015 0:48,9/23/2015 0:48,Hayward Avenue and Knapp Street,Arrest,public intoxication,-93.6517339,42.0191154,Alcohol Related
3986,15-001202,9/24/2015 22:49,9/24/2015 22:49,9/24/2015 22:49,Clemens Boulevard and Hemingway Drive,Arrest,driving violation,-93.679556,42.0179341,Vehicle Related
3987,15-001207,9/25/2015 23:38,9/25/2015 23:38,9/25/2015 23:38,Friley Hall,Arrest,drug violation,-93.65045,42.0239234,Drug Related
3988,15-001206,9/26/2015 0:17,9/26/2015 0:17,9/26/2015 0:17,Lake LaVerne,Arrest,drug violation,-93.6479874,42.0237049,Drug Related
3989,15-001208,9/26/2015 2:16,9/26/2015 2:16,9/26/2015 2:16,6th Street and University Boulevard,Arrest,alcohol violation,-93.633501,42.027804,Alcohol Related
3990,15-001213,9/27/2015 1:08,9/27/2015 1:08,9/27/2015 1:08,Ash Avenue and Sunset Drive,Arrest,alcohol violation,-93.6443636,42.0201199,Alcohol Related
3991,15-001214,9/27/2015 1:47,9/27/2015 1:47,9/27/2015 1:47,Lincoln Way and Welch Road,Arrest,public intoxication,-93.6501393,42.0227328,Alcohol Related
3992,15-001214,9/27/2015 1:47,9/27/2015 1:47,9/27/2015 1:47,Lincoln Way and Welch Road,Arrest,interference,-93.6501393,42.0227328,Miscellaneous
3993,15-001214,9/27/2015 1:47,9/27/2015 1:47,9/27/2015 1:47,Lincoln Way and Welch Road,Arrest,vandalism,-93.6501393,42.0227328,Non-Violence Related
3994,15-001217,9/27/2015 20:50,9/27/2015 20:50,9/27/2015 20:50,Buchanan Hall,Arrest,drug violation,-93.642449,42.022653,Drug Related
3995,15-001218,9/27/2015 21:27,9/27/2015 21:27,9/27/2015 21:27,University VIllage,Arrest,drug violation,-93.6441672,42.0427435,Drug Related
3996,15-001222,9/28/2015 20:25,9/28/2015 20:25,9/28/2015 20:25,Morrill Road and Pammel Drive,Arrest,driving violation,-93.6479589,42.0305165,Vehicle Related
3997,15-001225,9/28/2015 22:21,9/28/2015 22:21,9/28/2015 22:21,Hyland Avenue and Pammel Drive,Arrest,driving violation,-93.6556552,42.0296034,Vehicle Related
3998,15-001230,10/1/2015 0:54,10/1/2015 0:54,10/1/2015 0:54,Lot 61A,Arrest,operating while intoxicated,-93.6483506,42.0124764,Alcohol Related
3999,15-001230,10/1/2015 0:54,10/1/2015 0:54,10/1/2015 0:54,Lot 61A,Arrest,drug violation,-93.6483506,42.0124764,Drug Related
4000,15-001238,10/1/2015 22:31,10/1/2015 22:31,10/1/2015 22:31,Lot 59D,Arrest,alcohol violation,-93.6510118,42.0235902,Alcohol Related
4001,15-001238,10/1/2015 22:31,10/1/2015 22:31,10/1/2015 22:31,Lot 59D,Arrest,drug violation,-93.6510118,42.0235902,Drug Related
4002,15-001239,10/1/2015 23:28,10/1/2015 23:28,10/1/2015 23:28,Lot 1,Arrest,alcohol violation,-93.6540123,42.0236158,Alcohol Related
4003,15-001240,10/2/2015 0:20,10/2/2015 0:20,10/2/2015 0:20,Storm Street and Welch Avenue,Arrest,driving violation,-93.6500563,42.0161339,Vehicle Related
4004,15-001249,10/3/2015 1:01,10/3/2015 1:01,10/3/2015 1:01,2600 block of Lincoln Way,Arrest,assault,-93.6517229,42.0227346,Violence Related
4005,15-001249,10/3/2015 1:01,10/3/2015 1:01,10/3/2015 1:01,2600 block of Lincoln Way,Arrest,public intoxication,-93.6517229,42.0227346,Alcohol Related
4006,15-001250,10/3/2015 2:10,10/3/2015 2:10,10/3/2015 2:10,119 Stanton Avenue,Arrest,public intoxication,-93.6489377,42.0219747,Alcohol Related
4007,15-001251,10/3/2015 7:35,10/3/2015 7:35,10/3/2015 7:35,Lot G2,Arrest,alcohol violation,-93.6363807,42.010106,Alcohol Related
4008,15-001252,10/3/2015 8:14,10/3/2015 8:14,10/3/2015 8:14,Lot S7,Arrest,alcohol violation,-93.6331516,42.0140523,Alcohol Related
4009,15-001253,10/3/2015 8:31,10/3/2015 8:31,10/3/2015 8:31,Lot S6,Arrest,alcohol violation,-93.6333696,42.0132547,Alcohol Related
4010,15-001254,10/3/2015 8:31,10/3/2015 8:31,10/3/2015 8:31,1000 block of Univerity Boulevard,Arrest,driving violation,-93.6428582,42.030507,Vehicle Related
4011,15-001256,10/3/2015 9:04,10/3/2015 9:04,10/3/2015 9:04,Lot S7,Arrest,public intoxication,-93.6331516,42.0140523,Alcohol Related
4012,15-001256,10/3/2015 9:04,10/3/2015 9:04,10/3/2015 9:04,Lot S7,Arrest,interference,-93.6331516,42.0140523,Miscellaneous
4013,15-001257,10/3/2015 9:26,10/3/2015 9:26,10/3/2015 9:26,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
4014,15-001258,10/3/2015 10:47,10/3/2015 10:47,10/3/2015 10:47,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
4015,15-001259,10/3/2015 11:00,10/3/2015 11:00,10/3/2015 11:00,Lot S5,Arrest,alcohol violation,-93.633969,42.0126321,Alcohol Related
4016,15-001260,10/3/2015 11:02,10/3/2015 11:02,10/3/2015 11:02,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
4017,15-001261,10/3/2015 11:21,10/3/2015 11:21,10/3/2015 11:21,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
4018,15-001262,10/3/2015 11:30,10/3/2015 11:30,10/3/2015 11:30,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
4019,15-001263,10/3/2015 11:37,10/3/2015 11:37,10/3/2015 11:37,Lot G3,Arrest,public intoxication,-93.6227301,42.0493019,Alcohol Related
4020,15-001265,10/3/2015 12:06,10/3/2015 12:06,10/3/2015 12:06,Lot G4,Arrest,alcohol violation,-93.6286452,42.0096516,Alcohol Related
4021,15-001266,10/3/2015 12:08,10/3/2015 12:08,10/3/2015 12:08,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
4022,15-001267,10/3/2015 12:21,10/3/2015 12:21,10/3/2015 12:21,Lot G3,Arrest,public intoxication,-93.6227301,42.0493019,Alcohol Related
4023,15-001268,10/3/2015 12:32,10/3/2015 12:32,10/3/2015 12:32,Lot G3,Arrest,public intoxication,-93.6227301,42.0493019,Alcohol Related
4024,15-001269,10/3/2015 12:37,10/3/2015 12:37,10/3/2015 12:37,Lot G3,Arrest,public intoxication,-93.6227301,42.0493019,Alcohol Related
